date,temp_mean,temp_min,temp_max,rain_mm,pressure_early,pressure_late,wind_mean,wind_max,wind_dir,sun_hours,sunrise,sunset,daylength,daylength_difference,at_start,at_end,nt_start,nt_end,ct_start,ct_end,sn_time,sn_mil_km
2012-01-01,2.5,3,3.4,0.3,988,991,6.7,30,SSW,3.56,08:43:00,15:48:00,0 days 07:04:53,,06:22:00,18:09:00,07:08:00,17:24:00,07:56:00,16:35:00,12:16:00,147.102
2012-01-02,-0.1,-0.1,3.4,6.6,960,991,7.8,29,SSW,,08:43:00,15:49:00,0 days 07:06:20,,06:22:00,18:10:00,07:08:00,17:25:00,07:56:00,16:36:00,12:16:00,147.1
2012-01-03,1.6,0.5,3.2,6.4,960,991,8.8,38,W,,08:43:00,15:51:00,0 days 07:07:55,,06:22:00,18:11:00,07:08:00,17:26:00,07:56:00,16:37:00,12:17:00,147.098
2012-01-04,1.4,0.5,3.1,15.4,1000,980,9.2,33,WSW,0,08:42:00,15:52:00,0 days 07:09:37,,06:22:00,18:12:00,07:07:00,17:27:00,07:56:00,16:38:00,12:17:00,147.097
2012-01-05,0.7,-1.4,1.9,2.7,993,1015,7.3,31,W,0.78,08:42:00,15:53:00,0 days 07:11:26,,06:22:00,18:13:00,07:07:00,17:28:00,07:56:00,16:40:00,12:17:00,147.097
2012-01-06,2.3,-1.4,7.6,1.4,1007 ,1019,5.6,27,SSW,0.48,08:41:00,15:55:00,0 days 07:13:23,,06:22:00,18:14:00,07:07:00,17:29:00,07:55:00,16:41:00,12:18:00,147.098
2012-01-07,3.6,-1.3,5.9,2.6,1010,1016,9.8,30,WSW,0.15,08:41:00,15:56:00,0 days 07:15:26,,06:21:00,18:16:00,07:07:00,17:30:00,07:55:00,16:42:00,12:18:00,147.1
2012-01-08,5.5,3.4,9.5,1.4,1020,1016,7.3,32,SSW,0,08:40:00,15:58:00,0 days 07:17:37,,06:21:00,18:17:00,07:06:00,17:32:00,07:54:00,16:44:00,12:19:00,147.103
2012-01-09,4.3,4.5,7.9,0.1,1019 ,1022,8,36,SSW,3.91,08:39:00,15:59:00,0 days 07:19:54,,06:21:00,18:18:00,07:06:00,17:33:00,07:54:00,16:45:00,12:19:00,147.107
2012-01-10,6.4,0.2,8.7,0.2,1021,1019,9.5,32,SSW,0.37,08:39:00,16:01:00,0 days 07:22:17,,06:20:00,18:19:00,07:05:00,17:34:00,07:53:00,16:46:00,12:20:00,147.111
2012-01-11,6.1,2.5,10.5,6.3,1024 ,1010,10.8,47,SSW,1.92,08:38:00,16:03:00,0 days 07:24:47,,06:20:00,18:21:00,07:05:00,17:36:00,07:52:00,16:48:00,12:20:00,147.117
2012-01-12,4.8,2.7,5.1,2.0,1019,1027,7.8,36,WSW,1.73,08:37:00,16:04:00,0 days 07:27:23,,06:19:00,18:22:00,07:04:00,17:37:00,07:52:00,16:49:00,12:20:00,147.123
2012-01-13,-1,-2.4,1.4,0.0,1034,1032,0.2,7,SSW,4.94,08:36:00,16:06:00,0 days 07:30:04,,06:19:00,18:23:00,07:03:00,17:39:00,07:51:00,16:51:00,12:21:00,147.131
2012-01-14,-1.8,-5.6,1.2,0.0,1025,1024,0.1,2,S,4.28,08:35:00,16:08:00,0 days 07:32:52,,06:18:00,18:25:00,07:03:00,17:40:00,07:50:00,16:53:00,12:21:00,147.139
2012-01-15,-5,-8.8,-1.5,0.0,1024,1024,0.1,4,NNE,2.15,08:34:00,16:10:00,0 days 07:35:45,,06:17:00,18:26:00,07:02:00,17:41:00,07:49:00,16:54:00,12:22:00,147.149
2012-01-16,-5.1,-9.9,1.2,0.0,1024,1021,1.2,17,S,5.78,08:33:00,16:11:00,0 days 07:38:44,,06:17:00,18:28:00,07:01:00,17:43:00,07:48:00,16:56:00,12:22:00,147.159
2012-01-17,2.4,-9.9,9.5,0.0,1020,1013,3.5,32,S,3.58,08:32:00,16:13:00,0 days 07:41:48,,06:16:00,18:29:00,07:00:00,17:45:00,07:47:00,16:58:00,12:22:00,147.169
2012-01-18,4.2,0.1,6.6,2.3,1010,1010,10.6,37,SSW,4.65,08:30:00,16:15:00,0 days 07:44:57,,06:15:00,18:31:00,06:59:00,17:46:00,07:46:00,16:59:00,12:23:00,147.181
2012-01-19,0.1,0.2,2.4,6.7,1007,1006,6.8,28,SSW,0.86,08:29:00,16:17:00,0 days 07:48:11,,06:14:00,18:32:00,06:58:00,17:48:00,07:45:00,17:01:00,12:23:00,147.193
2012-01-20,1.8,-1.5,6.8,4.8,1011,1001,4.9,25,SSW,0,08:28:00,16:19:00,0 days 07:51:29,,06:13:00,18:34:00,06:57:00,17:49:00,07:44:00,17:03:00,12:23:00,147.206
2012-01-21,3,-0.5,4.2,10.5,996,1001,12.7,41,WSW,0.48,08:26:00,16:21:00,0 days 07:54:52,,06:12:00,18:35:00,06:56:00,17:51:00,07:43:00,17:05:00,12:23:00,147.219
2012-01-22,2,0.6,4.6,1.9,1000,1008,6.8,26,WSW,2.44,08:25:00,16:23:00,0 days 07:58:19,,06:11:00,18:37:00,06:55:00,17:53:00,07:42:00,17:06:00,12:24:00,147.233
2012-01-23,0.3,1.1,2.3 ,0.0,1010,1016,5.3,23,SW,0.62,08:23:00,16:25:00,0 days 08:01:51,,06:10:00,18:38:00,06:54:00,17:54:00,07:40:00,17:08:00,12:24:00,147.247
2012-01-24,0.7,-3,8.9,0.8,1012,1010,1.2,16,ESE,0.05,08:22:00,16:27:00,0 days 08:05:26,,06:09:00,18:40:00,06:53:00,17:56:00,07:39:00,17:10:00,12:24:00,147.262
2012-01-25,5.3,-2.3,2.4,2.4,1000,995,7.8,35,SSE,0,08:20:00,16:29:00,0 days 08:09:05,,06:08:00,18:42:00,06:52:00,17:58:00,07:38:00,17:12:00,12:24:00,147.277
2012-01-26,-0.8,-3.5,9.9,0.0,999,1001,0.4,9,SE,2.26,08:19:00,16:31:00,0 days 08:12:48,,06:07:00,18:43:00,06:51:00,18:00:00,07:36:00,17:14:00,12:25:00,147.293
2012-01-27,-0.1,-3.2,2,0.0,1009,1023,0.6,11,SW,3.53,08:17:00,16:34:00,0 days 08:16:34,,06:06:00,18:45:00,06:49:00,18:01:00,07:35:00,17:16:00,12:25:00,147.309
2012-01-28,0,-4.2,2.9,0.0,1030,1032,0.1,5,SW,1.67,08:15:00,16:36:00,0 days 08:20:23,,06:04:00,18:47:00,06:48:00,18:03:00,07:33:00,17:18:00,12:25:00,147.326
2012-01-29,0.2,-4,4.9,0.0,1031,1030,4.8,28,ESE,5.6,08:14:00,16:38:00,0 days 08:24:16,,06:03:00,18:49:00,06:46:00,18:05:00,07:32:00,17:20:00,12:25:00,147.344
2012-01-30,0.6,0.2,3.5,0.0,1029,1029,6.1,25,ESE,4.21,08:12:00,16:40:00,0 days 08:28:11,,06:01:00,18:50:00,06:45:00,18:07:00,07:30:00,17:21:00,12:25:00,147.362
2012-01-31,0.7,-1.6,3.4,0.0,1031,1036,5.8,22,ESE,3.68,08:10:00,16:42:00,0 days 08:32:09,,06:00:00,18:52:00,06:43:00,18:09:00,07:29:00,17:23:00,12:26:00,147.381
2012-02-01,-2,-2.1,3.5,0.0,1038,1039,3,19,SSE,7.03,08:08:00,16:44:00,0 days 08:36:10,,05:59:00,18:54:00,06:42:00,18:10:00,07:27:00,17:25:00,12:26:00,147.4
2012-02-02,-4.1,-7.5,1.6,0.0,1038,1036,9.9,11,SE,5.38,08:06:00,16:46:00,0 days 08:40:14,,05:57:00,18:56:00,06:40:00,18:12:00,07:25:00,17:27:00,12:26:00,147.42
2012-02-03,-5.3,-11.8,4.8,0.0,1037,1034,0.7,13,SSW,7.04,08:04:00,16:49:00,0 days 08:44:20,,05:56:00,18:57:00,06:39:00,18:14:00,07:23:00,17:29:00,12:26:00,147.441
2012-02-04,-1.1,-11.4,5.2,0.0,1024,1019,3.7,30,SSE,0,08:02:00,16:51:00,0 days 08:48:28,,05:54:00,18:59:00,06:37:00,18:16:00,07:22:00,17:31:00,12:26:00,147.463
2012-02-05,2.2,-1.4,4.4,0.0,1022,1028,2.4,16,SSW,1.31,08:00:00,16:53:00,0 days 08:52:39,,05:52:00,19:01:00,06:35:00,18:18:00,07:20:00,17:33:00,12:26:00,147.486
2012-02-06,-0.6,-3,4.6,0.0,1034,1037,0.1,4,SW,5.97,07:58:00,16:55:00,0 days 08:56:52,,05:51:00,19:03:00,06:34:00,18:20:00,07:18:00,17:35:00,12:26:00,147.509
2012-02-07,-3.9,-10,3.3,0.0,1039,1038,1.3,16,SW,7.45,07:56:00,16:57:00,0 days 09:01:06,,05:49:00,19:05:00,06:32:00,18:22:00,07:16:00,17:37:00,12:26:00,147.533
2012-02-08,0.1,-9.5,4.8,7.1,1035,1033,5.5,24,S,0.82,07:54:00,17:00:00,0 days 09:05:23,,05:47:00,19:07:00,06:30:00,18:24:00,07:14:00,17:39:00,12:26:00,147.558
2012-02-09,4.8,1.5,6.8,0.0,1033,1034,1.3,17,S,0,07:52:00,17:02:00,0 days 09:09:41,,05:45:00,19:09:00,06:28:00,18:26:00,07:12:00,17:41:00,12:26:00,147.584
2012-02-10,2,-2.7,5.9,0.1,1031,1030,2.6,17,SW,0.04,07:50:00,17:04:00,0 days 09:14:01,,05:43:00,19:11:00,06:26:00,18:27:00,07:10:00,17:43:00,12:26:00,147.611
2012-02-11,4.2,-0.7,5.7,1.4,1032,1035,0.8,8,SSE,0.29,07:48:00,17:06:00,0 days 09:18:22,,05:42:00,19:12:00,06:25:00,18:29:00,07:08:00,17:46:00,12:27:00,147.638
2012-02-12,2.6,-1.3 ,5.9,0.8,1036,1032,2.5,14,SW,3.01,07:46:00,17:08:00,0 days 09:22:45,,05:40:00,19:14:00,06:23:00,18:31:00,07:06:00,17:48:00,12:26:00,147.666
2012-02-13,5.1,-1.2,8,0.0,1026,1029,6.2,27,WSW,0.13,07:43:00,17:10:00,0 days 09:27:10,,05:38:00,19:16:00,06:21:00,18:33:00,07:04:00,17:50:00,12:26:00,147.695
2012-02-14,6.1,2.5,8.7,1.0,1025,1023,7.5,30,W,0,07:41:00,17:13:00,0 days 09:31:35,,05:36:00,19:18:00,06:19:00,18:35:00,07:02:00,17:52:00,12:26:00,147.725
2012-02-15,6.2,5.6,8.4,0.1,1024,1025,7.6,27,W,0.23,07:39:00,17:15:00,0 days 09:36:02,,05:34:00,19:20:00,06:17:00,18:37:00,07:00:00,17:54:00,12:26:00,147.755
2012-02-16,7.6,4.8,12.2,0.3,1017,1017,8.8,33,WSW,3.87,07:37:00,17:17:00,0 days 09:40:30,,05:32:00,19:22:00,06:15:00,18:39:00,06:58:00,17:56:00,12:26:00,147.785
2012-02-17,5.2,2.6,8,6.3,1014,1000,7.8,32,SW,0.52,07:34:00,17:19:00,0 days 09:45:00,,05:30:00,19:24:00,06:12:00,18:41:00,06:56:00,17:58:00,12:26:00,147.816
2012-02-18,2.4,-0.1,3.5,2.3,993,1008,4,17,WSW,2.64,07:32:00,17:21:00,0 days 09:49:30,,05:27:00,19:26:00,06:10:00,18:43:00,06:54:00,18:00:00,12:26:00,147.848
2012-02-19,-0.7,-4.1,5.7,1.1,1021,1023,5,21,WSW,2.01,07:30:00,17:24:00,0 days 09:54:01,,05:25:00,19:28:00,06:08:00,18:45:00,06:51:00,18:02:00,12:26:00,147.88
2012-02-20,5.6,-1.9,11.2,1.0,1011,1012,10.8,39,SSW,1.18,07:27:00,17:26:00,0 days 09:58:33,,05:23:00,19:30:00,06:06:00,18:47:00,06:49:00,18:04:00,12:26:00,147.912
2012-02-21,9.9,5.4,12.5,0.8,1013,1007,8.9,33,SSW,0.47,07:25:00,17:28:00,0 days 10:03:06,,05:21:00,19:32:00,06:04:00,18:49:00,06:47:00,18:06:00,12:26:00,147.944
2012-02-22,9.5,5.6,13.5,0.2,1000,1005,7.3,32,SW,0.87,07:22:00,17:30:00,0 days 10:07:39,,05:19:00,19:34:00,06:02:00,18:51:00,06:45:00,18:08:00,12:26:00,147.977
2012-02-23,10.5,7.2,13.9,0.1,1008,1009,13.5,45,SW,0.44,07:20:00,17:32:00,0 days 10:12:14,,05:16:00,19:36:00,05:59:00,18:53:00,06:42:00,18:10:00,12:26:00,148.01
2012-02-24,6.4,4.9,8.3,0.0,1015,1021,12.8,37,WSW,3.09,07:18:00,17:34:00,0 days 10:16:49,,05:14:00,19:38:00,05:57:00,18:55:00,06:40:00,18:12:00,12:26:00,148.043
2012-02-25,6.1,3.2,8.7,1.1,1019,1022,6,27,SW,2.42,07:15:00,17:37:00,0 days 10:21:24,,05:12:00,19:41:00,05:55:00,18:57:00,06:38:00,18:14:00,12:25:00,148.077
2012-02-26,7.7,2.9,12.4,0.0,1023,1015,6,24,SSW,3.84,07:13:00,17:39:00,0 days 10:26:00,,05:09:00,19:43:00,05:52:00,18:59:00,06:35:00,18:16:00,12:25:00,148.111
2012-02-27,11,4.8,14,0.0,1011,1012,9.4,35,SSW,0.49,07:10:00,17:41:00,0 days 10:30:37,,05:07:00,19:45:00,05:50:00,19:01:00,06:33:00,18:18:00,12:25:00,148.145
2012-02-28,11.2,9.6,13.7,0.0,1015,1017,7.5,30,SSW,0.16,07:08:00,17:43:00,0 days 10:35:14,,05:04:00,19:47:00,05:48:00,19:03:00,06:30:00,18:20:00,12:25:00,148.18
2012-02-29,9.6,8,11.2,0.0,1016,1016,6.1,27,SW,0.43,07:05:00,17:45:00,0 days 10:39:51,,05:02:00,19:49:00,05:45:00,19:06:00,06:28:00,18:23:00,12:25:00,148.215
2012-03-01,7.9,6.9,11.2,0.7,1018,1026,4.5,23,NE,0.09,07:03:00,17:47:00,0 days 10:44:29,,04:59:00,19:51:00,05:43:00,19:08:00,06:26:00,18:25:00,12:25:00,148.25
2012-03-02,7.5,2.7,11.7,0.0,1025,1018,5.1,24,ESE,3.04,07:00:00,17:49:00,0 days 10:49:07,,04:57:00,19:53:00,05:40:00,19:10:00,06:23:00,18:27:00,12:24:00,148.286
2012-03-03,5.4,5.1,10.3,0.0,1009,1010,9.3,39,SE,3.3,06:58:00,17:52:00,0 days 10:53:46,,04:54:00,19:55:00,05:38:00,19:12:00,06:21:00,18:29:00,12:24:00,148.322
2012-03-04,1.8,-1.9,7.4,0.1,1015,1019,1.8,15,SSW,1.53,06:55:00,17:54:00,0 days 10:58:24,,04:52:00,19:58:00,05:35:00,19:14:00,06:18:00,18:31:00,12:24:00,148.359
2012-03-05,1.6,-6.2,8.8,0.0,1025,1026,1.4,15,NW,6.86,06:53:00,17:56:00,0 days 11:03:03,,04:49:00,20:00:00,05:33:00,19:16:00,06:16:00,18:33:00,12:24:00,148.396
2012-03-06,2.9,-5.4,11.3,2.1,1018,1002,6.7,41,SSW,0.62,06:50:00,17:58:00,0 days 11:07:42,,04:46:00,20:02:00,05:30:00,19:18:00,06:13:00,18:35:00,12:23:00,148.434
2012-03-07,5.8,3.7,5.5,1.8,1001,1009,8.2,32,SSW,2.47,06:48:00,18:00:00,0 days 11:12:22,,04:44:00,20:04:00,05:28:00,19:20:00,06:11:00,18:37:00,12:23:00,148.472
2012-03-08,5.4,0.2,13,0.1,1018,1019,10.6,34,SSW,2.69,06:45:00,18:02:00,0 days 11:17:02,,04:41:00,20:07:00,05:25:00,19:22:00,06:08:00,18:39:00,12:23:00,148.511
2012-03-09,9.4,3.4,12.9,0.0,1015,1023,13.7,42,SSW,3.39,06:42:00,18:04:00,0 days 11:21:41,,04:38:00,20:09:00,05:22:00,19:24:00,06:05:00,18:41:00,12:23:00,148.55
2012-03-10,7.9,6,9.6,0.0,1027,1033,10.9,32,WSW,0,06:40:00,18:06:00,0 days 11:26:21,,04:35:00,20:11:00,05:20:00,19:26:00,06:03:00,18:43:00,12:22:00,148.59
2012-03-11,9.3,6.7,12,0.0,1033,1033,8.6,28,SSW,1.24,06:37:00,18:08:00,0 days 11:31:02,,04:33:00,20:13:00,05:17:00,19:29:00,06:00:00,18:45:00,12:22:00,148.63
2012-03-12,9,7.1,11,0.0,1033,1033,6,20,WSW,0,06:35:00,18:10:00,0 days 11:35:42,,04:30:00,20:16:00,05:15:00,19:31:00,05:58:00,18:47:00,12:22:00,148.671
2012-03-13,7.6,4,10.9,0.0,1033,1032,2.9,15,SW,0,06:32:00,18:12:00,0 days 11:40:22,,04:27:00,20:18:00,05:12:00,19:33:00,05:55:00,18:49:00,12:22:00,148.712
2012-03-14,7.8,0,11.2,0.0,1026,1022,4.5,22,SSW,1.96,06:29:00,18:14:00,0 days 11:45:03,,04:24:00,20:21:00,05:09:00,19:35:00,05:53:00,18:51:00,12:21:00,148.754
2012-03-15,6.6,4.7,12,0.0,1018,1015,5.2,27,SSW,0.31,06:27:00,18:16:00,0 days 11:49:43,,04:21:00,20:23:00,05:06:00,19:37:00,05:50:00,18:54:00,12:21:00,148.795
2012-03-16,6.4,0.2,12.4,0.0,1005,1006,5.2,33,SSW,1.04,06:24:00,18:19:00,0 days 11:54:24,,04:18:00,20:25:00,05:04:00,19:39:00,05:47:00,18:56:00,12:21:00,148.837
2012-03-17,4.4,-1,9.9,0.5,1006,1013,5.4,32,W,} 48.54,06:22:00,18:21:00,0 days 11:59:05,,04:15:00,20:28:00,05:01:00,19:42:00,05:45:00,18:58:00,12:21:00,148.879
2012-03-18,2.4 ,-4.2,9,0.2,1017,1021,3.8,21,WSW,,06:19:00,18:23:00,0 days 12:03:45,,04:12:00,20:30:00,04:58:00,19:44:00,05:42:00,19:00:00,12:20:00,148.922
2012-03-19,6.6,1.6,11.2,0.0,1021,1018,11.5,39,SSW,,06:16:00,18:25:00,0 days 12:08:26,,04:09:00,20:33:00,04:55:00,19:46:00,05:39:00,19:02:00,12:20:00,148.964
2012-03-20,10.8,7,12.9,0.0,1023,1025,12.7,36,SSW,,06:14:00,18:27:00,0 days 12:13:07,,04:06:00,20:35:00,04:53:00,19:48:00,05:37:00,19:04:00,12:20:00,149.006
2012-03-21,7.8,8.4,14.9,0.0,1028,1031,7.8,31,SSW,,06:11:00,18:29:00,0 days 12:17:47,,04:03:00,20:38:00,04:50:00,19:50:00,05:34:00,19:06:00,12:19:00,149.049
2012-03-22,7.7,-3.4,17.7,0.0,1033,1031,0.5,9,NE,,06:08:00,18:31:00,0 days 12:22:28,,04:00:00,20:40:00,04:47:00,19:53:00,05:31:00,19:08:00,12:19:00,149.091
2012-03-23,5.5,-5,15.9,0.0,1029,1027,2.5,19,ESE,,06:06:00,18:33:00,0 days 12:27:08,,03:56:00,20:43:00,04:44:00,19:55:00,05:29:00,19:10:00,12:19:00,149.133
2012-03-24,9.4,1.4,16.5,0.0,1029,1030,0.3,9,W,,06:03:00,18:35:00,0 days 12:31:48,,03:53:00,20:46:00,04:41:00,19:57:00,05:26:00,19:12:00,12:18:00,149.175
2012-03-25,10.6,0,20.9,0.0,1033,1034,2.7,21,SSW,,07:00:00,19:37:00,0 days 12:36:29,,04:50:00,21:48:00,05:38:00,21:00:00,06:23:00,20:14:00,13:18:00,149.217
2012-03-26,11.4,-1.2,23.2,0.0,1037,1036,0.9,13,SSE,9.94,06:58:00,19:39:00,0 days 12:41:09,,04:47:00,21:51:00,05:35:00,21:02:00,06:20:00,20:17:00,13:18:00,149.259
2012-03-27,9.3,-3.2,21.9,0.0,1037,1034,2.2,21,SSW,11.47,06:55:00,19:41:00,0 days 12:45:49,,04:43:00,21:54:00,05:33:00,21:04:00,06:18:00,20:19:00,13:18:00,149.301
2012-03-28,10.6,1.2,8.6,0.0,1033,1030,4.6,26,WSW,3.65,06:53:00,19:43:00,0 days 12:50:28,,04:40:00,21:56:00,05:30:00,21:07:00,06:15:00,20:21:00,13:17:00,149.343
2012-03-29,11.2,8.6,14.6,0.0,1029,1027,6.6,25,SSW,5.29,06:50:00,19:45:00,0 days 12:55:08,,04:37:00,21:59:00,05:27:00,21:09:00,06:12:00,20:23:00,13:17:00,149.385
2012-03-30,11.4,5.8,16.7,1.3,1025,1021 ,6.9,30,SW,10.89,06:47:00,19:47:00,0 days 12:59:47,,04:33:00,22:02:00,05:24:00,21:11:00,06:10:00,20:25:00,13:17:00,149.427
2012-03-31,3.7,3.9,10.1,0.0,1023,1024,4.7,20,N,7.58,06:45:00,19:49:00,0 days 13:04:26,,04:30:00,22:05:00,05:21:00,21:14:00,06:07:00,20:27:00,13:16:00,149.469
2012-04-01,4.1,-2.8,10.7,1.8,1019,1015,5.5,25,W,0,06:42:00,19:51:00,0 days 13:09:05,,04:26:00,22:08:00,05:18:00,21:16:00,06:04:00,20:29:00,13:16:00,149.511
2012-04-02,3.5,1.8,6.9,16.0,1012,1005,4.4,14,N,0,06:39:00,19:53:00,0 days 13:13:44,,04:23:00,22:11:00,05:15:00,21:18:00,06:01:00,20:31:00,13:16:00,149.553
2012-04-03,1.2,-1,3.8,8.2,1010,1018,3.3,30,NNE,3.64,06:37:00,19:55:00,0 days 13:18:22,,04:19:00,22:14:00,05:12:00,21:21:00,05:59:00,20:34:00,13:15:00,149.595
2012-04-04,1.2,-5.1,5.3,1.2, 1023,1025,2.4,16,N,1.9,06:34:00,19:57:00,0 days 13:23:00,,04:16:00,22:17:00,05:09:00,21:23:00,05:56:00,20:36:00,13:15:00,149.638
2012-04-05,1.1,-5.2,7.1,2.2,1023,1019,3.5,18,SSW,0.01,06:32:00,19:59:00,0 days 13:27:38,,04:12:00,22:20:00,05:06:00,21:26:00,05:53:00,20:38:00,13:15:00,149.68
2012-04-06,6.4,2.1,9.1,5.0,1011,1013,2.4,14,SSW,0,06:29:00,20:01:00,0 days 13:32:15,,04:08:00,22:23:00,05:03:00,21:28:00,05:50:00,20:40:00,13:15:00,149.723
2012-04-07,6.1,2.1,9.8,0.7,1014,1012,2.6,15,SSW,0,06:26:00,20:03:00,0 days 13:36:52,,04:05:00,22:26:00,05:00:00,21:31:00,05:48:00,20:42:00,13:14:00,149.766
2012-04-08,7.7,4.9,12,0.8,1007,997,6,29,SSW,0.06,06:24:00,20:05:00,0 days 13:41:29,,04:01:00,22:30:00,04:57:00,21:33:00,05:45:00,20:45:00,13:14:00,149.809
2012-04-09,6.6,3.1,12.2,0.3,987,980,3.8,19,SSW,3.18,06:21:00,20:07:00,0 days 13:46:05,,03:57:00,22:33:00,04:53:00,21:36:00,05:42:00,20:47:00,13:14:00,149.852
2012-04-10,3.9,-0.4,8.2,2.5,979,887,2.1,14,NE,0.01,06:19:00,20:09:00,0 days 13:50:41,,03:53:00,22:37:00,04:50:00,21:39:00,05:40:00,20:49:00,13:13:00,149.896
2012-04-11,6.6,2.8,10.5,3.8,994,1001,2.2,20,N,1.66,06:16:00,20:12:00,0 days 13:55:16,,03:49:00,22:40:00,04:47:00,21:41:00,05:37:00,20:51:00,13:13:00,149.939
2012-04-12,3.9,-1.4,9,5.0,1005,1008,2.2,20,N,2.99,06:14:00,20:14:00,0 days 13:59:51,,03:45:00,22:44:00,04:44:00,21:44:00,05:34:00,20:53:00,13:13:00,149.982
2012-04-13,3.7,-0.7,7.9,5.2,1008,1010,2.8,28,N,2.83,06:11:00,20:16:00,0 days 14:04:26,,03:41:00,22:47:00,04:41:00,21:46:00,05:31:00,20:56:00,13:13:00,150.026
2012-04-14,3.3,-0.5,7,2.3,1015,1019,3.8,25,N,3.58,06:09:00,20:18:00,0 days 14:08:59,,03:37:00,22:51:00,04:38:00,21:49:00,05:29:00,20:58:00,13:12:00,150.069
2012-04-15,3.4,-0.5,6.7,0.3,1024,1026,3.8,26,N,2.29,06:06:00,20:20:00,0 days 14:13:32,,03:33:00,22:55:00,04:35:00,21:52:00,05:26:00,21:00:00,13:12:00,150.112
2012-04-16,4.6,-1.5,10.2,6.8,1024,1011,3.4,25,SSE,6.89,06:04:00,20:22:00,0 days 14:18:05,,03:29:00,22:59:00,04:32:00,21:55:00,05:23:00,21:02:00,13:12:00,150.154
2012-04-17,4.1,2.8,9.8,3.3,988,986,6.4,33,SE,0.71,06:01:00,20:24:00,0 days 14:22:37,,03:24:00,23:03:00,04:28:00,21:57:00,05:20:00,21:05:00,13:12:00,150.197
2012-04-18,4,-2.6,10.2,3.1,987,990,1.5,20,ENE,4.09,05:59:00,20:26:00,0 days 14:27:08,,03:20:00,23:07:00,04:25:00,22:00:00,05:18:00,21:07:00,13:12:00,150.239
2012-04-19,4,-0.8,8.7,3.5,993,993,2.6,17,N,0.21,05:56:00,20:28:00,0 days 14:31:38,,03:15:00,23:11:00,04:22:00,22:03:00,05:15:00,21:09:00,13:11:00,150.281
2012-04-20,7.3,4.3,10.5,13.7,991,993,1.8,20,N,0.44,05:54:00,20:30:00,0 days 14:36:07,,03:11:00,23:16:00,04:19:00,22:06:00,05:12:00,21:11:00,13:11:00,150.322
2012-04-21,6.2,4.3,8.2,5.8,995,999,2.1,19,N,0.01,05:51:00,20:32:00,0 days 14:40:36,,03:06:00,23:20:00,04:15:00,22:09:00,05:10:00,21:14:00,13:11:00,150.363
2012-04-22,6.6,3.8,9.5,2.1,1001,1002,1.7,17,N,0.2,05:49:00,20:34:00,0 days 14:45:03,,03:01:00,23:25:00,04:12:00,22:12:00,05:07:00,21:16:00,13:11:00,150.403
2012-04-23,6.4,2.9,9.8,10.2,1001,1000,2.4,18,N,1.47,05:46:00,20:36:00,0 days 14:49:30,,02:56:00,23:30:00,04:09:00,22:14:00,05:04:00,21:18:00,13:11:00,150.443
2012-04-24,5.4,3.2,7.5,26.7,998,996,5.8,27,NNE,0,05:44:00,20:38:00,0 days 14:53:55,,02:50:00,23:35:00,04:06:00,22:17:00,05:02:00,21:21:00,13:10:00,150.483
2012-04-25,3.8,4.4,6.1,8.0,997,1006,9.5,35,N,0,05:42:00,20:40:00,0 days 14:58:19,,02:45:00,23:40:00,04:02:00,22:20:00,04:59:00,21:23:00,13:10:00,150.522
2012-04-26,3.8,0.9,7.2,5.5,1012,1021,3.6,20,N,0.57,05:39:00,20:42:00,0 days 15:02:42,,02:39:00,23:46:00,03:59:00,22:23:00,04:56:00,21:25:00,13:10:00,150.561
2012-04-27,4.1,-1.8,10.3,0.0,1027,1027,1.3,11,N,7.52,05:37:00,20:44:00,0 days 15:07:04,,02:33:00,23:52:00,03:56:00,22:26:00,04:54:00,21:28:00,13:10:00,150.599
2012-04-28,3.5,-5.2,11.1,4.4,1023,1018,3.4,20,N,13.77,05:35:00,20:46:00,0 days 15:11:24,,02:26:00,23:59:00,03:52:00,22:30:00,04:51:00,21:30:00,13:10:00,150.637
2012-05-01,9.1,2.4,17.9,0.0,1029,1027,2.1,14,ENE,10.53,05:28:00,20:52:00,0 days 15:24:16,,,00:15:00,03:42:00,22:39:00,04:43:00,21:37:00,13:09:00,150.75
2012-05-02,10.4,0.6,18.6,0.0,1028,1023,2.1,14,N,10.35,05:26:00,20:54:00,0 days 15:28:30,,,00:24:00,03:39:00,22:42:00,04:41:00,21:39:00,13:09:00,150.786
2012-05-03,10.5,2.9,17.6,4.5,1017,1012,3,18,N,9.61,05:23:00,20:56:00,0 days 15:32:42,,,00:37:00,03:35:00,22:46:00,04:38:00,21:42:00,13:09:00,150.823
2012-05-04,3.9,3,7,0.9,1013,1014,7.8,26,N,2.1,05:21:00,20:58:00,0 days 15:36:52,,,00:59:00,03:32:00,22:49:00,04:36:00,21:44:00,13:09:00,150.86
2012-05-05,4.5,-0.4,8.5,2.6,1014,1014,3.7,26,N,4.29,05:19:00,21:00:00,0 days 15:41:00,,,,03:28:00,22:52:00,04:33:00,21:46:00,13:09:00,150.896
2012-05-06,5,0.3,10.2,0.0,1015,1016,2,18,N,8.01,05:17:00,21:02:00,0 days 15:45:06,,,,03:25:00,22:56:00,04:31:00,21:49:00,13:09:00,150.932
2012-05-07,3.6,-3.6,10.9,1.5,1014,1008,2.9,19,N,1.46,05:15:00,21:04:00,0 days 15:49:10,,,,03:21:00,22:59:00,04:28:00,21:51:00,13:09:00,150.968
