date,sunrise,sunset,daylength,daylength_difference,at_start,at_end,nt_start,nt_end,ct_start,ct_end,sn_time,sn_mil_km
2011-12-01,08:18:00,15:44:00,445.0,157.0,06:00:00,18:02:00,06:45:00,17:17:00,07:33:00,16:29:00,12:01:00,147.52
2011-12-02,08:20:00,15:43:00,443.0,151.0,06:02:00,18:01:00,06:46:00,17:16:00,07:34:00,16:28:00,12:02:00,147.495
2011-12-03,08:21:00,15:42:00,440.0,145.0,06:03:00,18:01:00,06:48:00,17:16:00,07:36:00,16:28:00,12:02:00,147.471
2011-12-04,08:23:00,15:41:00,438.0,138.0,06:04:00,18:00:00,06:49:00,17:15:00,07:37:00,16:27:00,12:02:00,147.447
2011-12-05,08:24:00,15:41:00,436.0,132.0,06:05:00,18:00:00,06:50:00,17:15:00,07:39:00,16:27:00,12:03:00,147.425
2011-12-06,08:26:00,15:40:00,434.0,125.0,06:06:00,18:00:00,06:52:00,17:14:00,07:40:00,16:26:00,12:03:00,147.403
2011-12-07,08:27:00,15:40:00,432.0,118.0,06:07:00,17:59:00,06:53:00,17:14:00,07:41:00,16:26:00,12:04:00,147.381
2011-12-08,08:29:00,15:39:00,430.0,111.0,06:09:00,17:59:00,06:54:00,17:14:00,07:42:00,16:25:00,12:04:00,147.361
2011-12-09,08:30:00,15:39:00,428.0,104.0,06:10:00,17:59:00,06:55:00,17:14:00,07:44:00,16:25:00,12:04:00,147.342
2011-12-10,08:31:00,15:38:00,426.0,97.0,06:11:00,17:59:00,06:56:00,17:14:00,07:45:00,16:25:00,12:05:00,147.323
2011-12-11,08:33:00,15:38:00,425.0,90.0,06:12:00,17:59:00,06:57:00,17:13:00,07:46:00,16:25:00,12:05:00,147.305
2011-12-12,08:34:00,15:38:00,424.0,82.0,06:13:00,17:59:00,06:58:00,17:13:00,07:47:00,16:25:00,12:06:00,147.288
2011-12-13,08:35:00,15:38:00,422.0,74.0,06:13:00,17:59:00,06:59:00,17:13:00,07:48:00,16:25:00,12:06:00,147.272
2011-12-14,08:36:00,15:38:00,421.0,67.0,06:14:00,17:59:00,07:00:00,17:14:00,07:49:00,16:25:00,12:07:00,147.257
2011-12-15,08:37:00,15:38:00,420.0,59.0,06:15:00,17:59:00,07:01:00,17:14:00,07:50:00,16:25:00,12:07:00,147.243
2011-12-16,08:38:00,15:38:00,419.0,50.0,06:16:00,17:59:00,07:02:00,17:14:00,07:51:00,16:25:00,12:08:00,147.23
2011-12-17,08:39:00,15:38:00,419.0,43.0,06:17:00,18:00:00,07:02:00,17:14:00,07:51:00,16:25:00,12:08:00,147.217
2011-12-18,08:39:00,15:38:00,418.0,34.0,06:17:00,18:00:00,07:03:00,17:14:00,07:52:00,16:25:00,12:09:00,147.205
2011-12-19,08:40:00,15:38:00,418.0,26.0,06:18:00,18:00:00,07:04:00,17:15:00,07:53:00,16:26:00,12:09:00,147.194
2011-12-20,08:41:00,15:39:00,417.0,18.0,06:19:00,18:01:00,07:04:00,17:15:00,07:53:00,16:26:00,12:10:00,147.184
2011-12-21,08:41:00,15:39:00,417.0,10.0,06:19:00,18:01:00,07:05:00,17:15:00,07:54:00,16:26:00,12:10:00,147.174
2011-12-22,08:42:00,15:40:00,417.0,1.0,06:20:00,18:02:00,07:05:00,17:16:00,07:55:00,16:27:00,12:11:00,147.164
2011-12-23,08:42:00,15:40:00,417.0,6.0,06:20:00,18:02:00,07:06:00,17:17:00,07:55:00,16:27:00,12:11:00,147.156
2011-12-24,08:43:00,15:41:00,418.0,14.0,06:21:00,18:03:00,07:06:00,17:17:00,07:55:00,16:28:00,12:12:00,147.147
2011-12-25,08:43:00,15:41:00,418.0,23.0,06:21:00,18:03:00,07:07:00,17:18:00,07:56:00,16:29:00,12:12:00,147.14
2011-12-26,08:43:00,15:42:00,418.0,31.0,06:21:00,18:04:00,07:07:00,17:19:00,07:56:00,16:29:00,12:13:00,147.133
2011-12-27,08:43:00,15:43:00,419.0,39.0,06:22:00,18:05:00,07:07:00,17:19:00,07:56:00,16:30:00,12:13:00,147.126
2011-12-28,08:44:00,15:44:00,420.0,47.0,06:22:00,18:06:00,07:07:00,17:20:00,07:56:00,16:31:00,12:14:00,147.12
2011-12-29,08:44:00,15:45:00,421.0,55.0,06:22:00,18:06:00,07:08:00,17:21:00,07:57:00,16:32:00,12:14:00,147.115
2011-12-30,08:44:00,15:46:00,422.0,63.0,06:22:00,18:07:00,07:08:00,17:22:00,07:57:00,16:33:00,12:15:00,147.11
2011-12-31,08:43:00,15:47:00,423.0,71.0,06:22:00,18:08:00,07:08:00,17:23:00,07:57:00,16:34:00,12:15:00,147.106
2012-01-01,08:43:00,15:48:00,424.0,79.0,06:22:00,18:09:00,07:08:00,17:24:00,07:56:00,16:35:00,12:16:00,147.102
2012-01-02,08:43:00,15:49:00,426.0,87.0,06:22:00,18:10:00,07:08:00,17:25:00,07:56:00,16:36:00,12:16:00,147.1
2012-01-03,08:43:00,15:51:00,427.0,94.0,06:22:00,18:11:00,07:08:00,17:26:00,07:56:00,16:37:00,12:17:00,147.098
2012-01-04,08:42:00,15:52:00,429.0,102.0,06:22:00,18:12:00,07:07:00,17:27:00,07:56:00,16:38:00,12:17:00,147.097
2012-01-05,08:42:00,15:53:00,431.0,109.0,06:22:00,18:13:00,07:07:00,17:28:00,07:56:00,16:40:00,12:17:00,147.097
2012-01-06,08:41:00,15:55:00,433.0,116.0,06:22:00,18:14:00,07:07:00,17:29:00,07:55:00,16:41:00,12:18:00,147.098
2012-01-07,08:41:00,15:56:00,435.0,123.0,06:21:00,18:16:00,07:07:00,17:30:00,07:55:00,16:42:00,12:18:00,147.1
2012-01-08,08:40:00,15:58:00,437.0,130.0,06:21:00,18:17:00,07:06:00,17:32:00,07:54:00,16:44:00,12:19:00,147.103
2012-01-09,08:39:00,15:59:00,439.0,136.0,06:21:00,18:18:00,07:06:00,17:33:00,07:54:00,16:45:00,12:19:00,147.107
2012-01-10,08:39:00,16:01:00,442.0,143.0,06:20:00,18:19:00,07:05:00,17:34:00,07:53:00,16:46:00,12:20:00,147.111
2012-01-11,08:38:00,16:03:00,444.0,149.0,06:20:00,18:21:00,07:05:00,17:36:00,07:52:00,16:48:00,12:20:00,147.117
2012-01-12,08:37:00,16:04:00,447.0,155.0,06:19:00,18:22:00,07:04:00,17:37:00,07:52:00,16:49:00,12:20:00,147.123
2012-01-13,08:36:00,16:06:00,450.0,161.0,06:19:00,18:23:00,07:03:00,17:39:00,07:51:00,16:51:00,12:21:00,147.131
